,Unnamed: 0,id,tweet,subtask_a
3875,3876,53758,@USER Denne nigga er overalt 😂 😂..Jeg kan ikke undslippe hans spyder..Det er nu på tide,OFF
3881,3882,90461,@USER @USER DU skulle være FIRED ... Du er død for offentligheden for dine FAKE NYHEDER Hvorfor viser du ham ikke nærmer sig mængden? Bange ... Hvis du ikke kan udholde ilden Kom ud af køkkenet ....,OFF
3884,3885,44298,Bert og Ernie er dukker / hunde er ikke børn / der er kun to køn / og der vil være to udtryk #MAGA @USER,OFF
3885,3886,82751,"@USER truede hun fysisk drengene eller os? baktalede hun fuldstændigt deres navn? nej hun var ikke. Jeg er ærligt ikke for hende, der siger, at det er jo selvfølgelig. ligesom du sagde det og kneppet op. men i det mindste ejede hun op til det og undskyldte. men dødstrusler er ude af linjen.",OFF
3889,3890,33835,@USER En anden syge liberal 🤭,OFF
3890,3891,87535,"@USER @USER Antifa ellers kendt som NAZI Brownshirts &quot;Jeg har aldrig tænkt på den sammenligning før, lol. Det er ironisk, at det er dem, der kalder alle andre en &#39;nazi&#39; for at være uenig i noget, de siger, lol.&quot;",OFF
3891,3892,73571,"@USER Amerikanere er nødt til at indse, at de voldtager og dræber let på grund af deres miljø. Vi er absolut nødt til at lukke vores grænser, indtil ordentlig vetting er implementeret.",OFF
3892,3893,65537,"@USER hvor lang tid vil det tage for en af de største arsehuller at blive vist dette årtusinde @USER bliver ydmyget og udsat for den korrupte falske liggende padde, som han er? URL",OFF
3894,3895,68597,"@USER @USER @USER Hvor praktisk en konservativ dummy mener, at folk er selektivt arbejdsløse.Konservativer forsøger altid at bruge denne type propaganda. Ingen fakta! Bare deres skæv konservative overbevisning. Det er meget klart. Mange konservative som @USER har ikke evnen til at lære eller tænke",OFF
3897,3898,24172,@USER Bye by Flake dig Flake! Lad ikke senatsdøren ramme dig bagpå på vej ud. @USER @USER @USER @USER,OFF
3901,3902,46418,"@USER @USER Jeg håber, at hvem der sidder - spark og græd alt hvad du vil, nogen får siddende - de er et liberalt værste mareridt. Alle kan se tilbage og sige, at vi virkelig kneppet os selv ved ikke at bekræfte, &quot;Må ikke optræde som om du protesterer Kavanaugh, du protesterer stadig Trumps sejr.&quot;",OFF
3905,3906,86078,@USER så du musikvideoen til jakker hrgggg jeg elsker Hanks stum røv,OFF
3906,3907,71283,"@USER Jeg føler, at hans ansigt aldrig vil ændre sig. han er lige midt i vores mor og sin far.",OFF
3909,3910,35248,"... Jeg er smartere end han er, jeg ville have det godt, han kan slå mig alt, hvad han vil, og det ville ikke fungere ... Og i øvrigt tjente denne velhavende New Yorker sine penge, det var ikke en gave fra far &quot;-Jamie Dimon 😎 $ JPM&quot;",OFF
3911,3912,56032,"@USER @USER @USER @USER @USER @USER En virkelig forfærdelig hændelse, jeg kunne vise dig hundreder af antifa, men de dræbte ikke nogen, JET !!!!",OFF
3913,3914,17338,"@USER Meh @USER skulle spørge @USER @USER og @USER om deres åbenlyse ignorering af sandheden i pistolkontroldiskussionen, der nu er til stede i landet - dette er grunden til, at kriminelle ikke frygter. Regeringens forkert retning! URL",OFF
3917,3918,25082,@USER Vi har intet at tabe ved dumping af rump asap. Han er en trussel.,OFF
3918,3919,42219,"@USER @USER Sandhed. Alt hvad du skal gøre er at se, hvad nogen af dem truer, hvis der er tale om alvorlige taler om pistolkontrolforslag.",OFF
3921,3922,80103,@USER Comey har pisset på us Constitution .. han er en rotte og er nødt til at gå væk eller få konsekvenser,OFF
3925,3926,98184,@USER Og dette kommer fra de syge hvalpe-liberale ved udyret.,OFF
3928,3929,88927,"@USER Tak for at du er en dårlig tæve, vi KAN tro på URL",OFF
3929,3930,12101,@USER Og han planlægger at køre i 2020? Joe mistede sit naturlige sind ...,OFF
3931,3932,21313,@USER Tal om en kenguru domstol! Er det hvad du Venstre ønsker? En persons ord i stand til at ødelægge en anden persons liv med INGENTING for at sikkerhedskopiere det. I så fald er du syg.,OFF
3940,3941,81734,"@USER Er fakta en &quot;farlig linje?&quot; En had Trump-liberal aktivist fremsætter en 37 år gammel påstand, der er fuldstændig ude af karakter for dommer Kavanaugh, og vi skulle ikke sætte spørgsmålstegn ved det? Dette er en total svindel, og jeg er træt af at liberale forvandler vores SC-bekræftelser til Jerry Springer-showet.",OFF
3942,3943,26773,@USER Jeg er 1001 du røv,OFF
3946,3947,46216,@USER Åh nej vil han begynde at male forfærdelige billeder som @USER og pedle socialisme og pistolkontrol for alle andre end ham selv. @BRUGER,OFF
3948,3949,80904,"@USER Bare almindelig dum, hun synes, hun er klog, men kom næste GE, offentligheden vil få Tories til at betale ved at kaste dem i den politiske skraldespand for år at komme, hvor smug hun er",OFF
3951,3952,74392,@USER @USER @USER Ikke bare &quot;liberale&quot; der er mindretal republikanere med flere hjerneceller end en klippe!,OFF
3952,3953,60401,@USER HE er Satan!,OFF
3958,3959,61308,"@USER @USER @USER Saul lider ikke dårer. Og han er utålmodig over for mennesker, der er for dovne til at læse og lære.",OFF
3962,3963,75038,@USER @USER @USER Du er en fanden idiot,OFF
3967,3968,33745,@USER du er som en virkelig tegneseriefigur !! Jeg elsker og respekterer lortet fra dig for det. Fortsæt med at gøre dig,OFF
3968,3969,80980,"@USER Og indtil du får en større forståelse af det had, og hvordan dit tæppe påtegning bare ved at sætte #MAGA og udtrykke din uvidenhed til platform ved at sætte anti-openborders &quot;i din bio, vil du få had til gengæld.&quot;",OFF
3972,3973,89794,"@USER @USER Du læste Q igen, ikke? Det siger Q. Jeg tror &quot;det også, men alligevel ... sessioner er praktisk talt usynlige. RR er der for at blive. Han går IKKE noget sted, selv når FISA-dokumenterne er frigivet til offentligheden. Vil ikke blive dækket overhovedet af Shitstream-medierne. Ingen vil nogensinde nogensinde ved godt!&quot;",OFF
3975,3976,38747,@USER Hitler ville være så stolt af David Hogg URL,OFF
3976,3977,31514,@USER Shit you right 😂,OFF
3979,3980,62000,@USER Han har ondt i ryggen ligesom HRC.,OFF
3984,3985,28907,"@USER @USER @USER Rart. Det er så sandt. Ingen livstrumf hatere. Sjove ting er, at Trump gør alt godt for amerikanere og Amerika, men alligevel lægger disse anti-amerikanere trumf! Utroligt, at folk handler som Trumps den onde fyr! EVIL er de liberale demokrater &amp; hatersbandet .. Antifa &quot;&quot; blå bølge &quot;&quot;",OFF
3987,3988,56408,@USER Damn er hun grim !!!!,OFF
3990,3991,95062,"@USER Dette er ikke en ny taktik for venstre .. Dette er faktisk deres gå til taktik, de har brugt gennem årtier. Dette er en playbook lige ud af nazi-socialistisk playbook ... Den demokratiske socialist er nutidens neo-nazier. Aka antifa. #TheGreatAwakening #MAGA #QAnon",OFF
3992,3993,56367,@USER @USER Jeg føler mig som AntiFa er terrorister. Men måske overdriver jeg det lol 🤷‍♂️,OFF
3993,3994,48099,@USER @USER Ved du hvad der ikke var i hans lejlighed efter? Hej M. Og det er det skide problem.,OFF
3994,3995,91905,"@USER @USER Så det bare. Stadig vagt dog. Han bekræfter ikke, om han er færdig eller ikke.",OFF
3995,3996,70052,@USER Holder skal være i fængsel,OFF
3997,3998,91603,@USER @USER Sådan en kneppet nat @USER,OFF
3998,3999,56694,"@USER Så siger du, at DENNE embedsmand antager at gå tilbage og huske enhver anden overtrædelse, der blev sluppet og regeret? Dumt røv argument. Hun var ude af linje, han kaldte det. Det er som at sige, at billy Martin ikke blev smidt ud i 1975, så hvordan kan buck showalter blive smidt ud",OFF
3999,4000,49498,"@USER præsident Trump har ret til at frigive klassificerede dokumenter, hvis det viser, at denne undersøgelse var partisk, før den begyndte. Det er næsten 2 år senere, og mueller har intet på trumf. Skade på hans præsidentskab er sket på grund af de liberale, der er imod ham",OFF
4000,4001,19356,@USER @USER @USER @USER Du er så patetisk,OFF
4006,4007,28653,"@USER Jeg synes Donald Trump er en modbydelig skammelig gris. Skam dig og tænkte, at han gjorde så meget for Puerto Rico. Han svigtede os. Og han er en fiasko som den såkaldte præsident. Han gjorde intet andet end at tale dårligt om Puerto Rico&#39;s, han forstår ikke, at PR er USA&#39;s territorium.JERKOFF",OFF
4010,4011,15446,"@USER Ratificeringerne er lave på grund af folk som dig og den anden fyr, der gør narr af konservative ... Dette er en af grundene til, at Trump vandt .. I folk får det bare ikke &amp; ynkelig &amp; skammelig ...",OFF
4013,4014,84043,ANTIFA..ANONYM KOMMER FOR DIG .. URL,OFF
4014,4015,22874,"@USER @USER @USER Antifa FACIST. Lad ikke disse betyde, at anti-amerikanere bruger en falsk titel. De er FACIST.",OFF
4018,4019,58412,"@USER Jeg vedder på, at de første, hun ringer til, når hun bliver røvet, er det samme politi😡 😡 ️. Folk freaking dumt ... 🙄",OFF
4020,4021,99173,@USER Skru dig og det holder ved med &quot;lort ærlighed 😂&quot;,OFF
4024,4025,21649,"@USER Jeg håber, at dette lort ikke bliver en trend. Opbevar oksekødet på vokshomie. Eller i det mindste ringe og råbe på hinanden på Hot 97 som 50n &amp; Cam gjorde URL",OFF
4027,4028,16666,"@USER Vi får lort transporteret fra Afrika niggas fortalte mig, at de har set giftige slanger Iguanas en bille på størrelse med et bildæk lmaoooo 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ alle slags lort",OFF
4029,4030,78352,"@USER @USER Du vil også vide, at dette overhovedet ikke drejer sig om kvinder b / c Demokrater kræver ikke retfærdighed for kvinder, der er overfaldet af demokrater, når der både er bevis for skade og politirapporter. Du ved, at Dems kun kræver, at de konservative bliver fundet skyldige ved anklager. Du ved, at det hele er politisk. URL",OFF
4030,4031,78014,"@USER @USER @USER måde mere nøjagtigt end de fleste teorier. Mest historie antikke Egypten ect består alt sammen BS. Det hele er blevet fremstillet for os. Jeg hævder ikke, at jeg ved hvorfor. Men hvis du begynder at undersøge historien ect, er der ikke noget fandt bevis på noget. Nyd showet. Vores bevidsthed ændrer sig #Doit",OFF
4032,4033,65894,@USER @USER ..... eller du kunne lovgive en vis pistolkontrol i sund fornuft og afpege din racistiske retorik.,OFF
4033,4034,47456,Demokrater og deres dobbeltsidede hykleri. Er dette noget surpise ... #MAGA # Bekræft Kavanaugh #PJNET URL,OFF
4037,4038,92587,@USER @USER Mental sag helt sikkert,OFF
4039,4040,16437,@USER helvede ja det er FUCKIG,OFF
4043,4044,41461,@USER Han papirkurver sig selv for at gøre det,OFF
4047,4048,66163,"@USER @USER Hillary beskyldte kvinder for ikke længe siden. Håber bedre, at de uuddannede &quot;ikke møder op for at stemme igen.” Det er ikke så meget, at liberale er uvidende. Det er bare at de ved så mange ting, der ikke er så. &quot;",OFF
4051,4052,48537,"@USER Det stinker virkelig, når commies atheists liberale flygtninge og enhver, der ikke er en af os bruger vores &quot;dyrebare skattedollar ....&quot;",OFF
4058,4059,37170,@USER wow @USER du kiggede ikke permanent op &quot;og&quot; suspenderer &quot;før du placerede dem ved siden af hinanden i en fandenoverskrift? #Youhadonejob&quot;,OFF
4059,4060,79580,@USER Ja. Gun Control Act fra 1968 bruger også en masse innuendoer til sorte mennesker og ghettoer i sin tekst.,OFF
4062,4063,86215,"@USER @USER Landon suger Jeg spurgte ham til min fødselsdag, hvis jeg kunne lege med ham, men han kom aldrig tilbage til mig, så Landon du sutter",OFF
4063,4064,65485,@USER @USER @USER Trudeaus liberale har ingen regler! Tid til at fjerne dem!,OFF
4068,4069,37524,"@USER @USER Det betyder ikke noget, hvem der sagde det. DU HAR RET . Hvis der er nogen der er dumme til at udbrede dit liv og familier, lever man i fare baseret på politico. Dam narre.",OFF
4070,4071,68995,"@USER @USER Det aktive personale, jeg kender, synes, han er en farlig narre. Måske støtter 100% af racistiske militære klansmænd Mr. Traitor-bukser.",OFF
4073,4074,71428,@USER @USER Miriam,OFF
4076,4077,37576,@USER @USER Hun er så stum som hun ser ud,OFF
4079,4080,28564,@USER Dette er den mest rigtige (og flinkeste) lort nogensinde. Eric da gawd,OFF
4089,4090,39379,"@USER Hvis du går videre med Kavanaughs nominatin uden mere information, begår du en etisk og juridisk overtrædelse. U krænkede forfatningen med Merrick Garland og nu kan denne forfærdelige kandidat, der siger, at præcedens kan væltes. Vent på mere info og vær sikker på",OFF
4095,4096,16545,@USER Og her er mig skide ya mor URL,OFF
4096,4097,73728,"@USER @USER Jeg spekulerer på, om antifa vil oprør i gaderne, efter at de har fundet ud af, hvor korrupt regeringen er",OFF
4098,4099,44656,"@USER Kan også ignorere hende, da alt, hvad vi gør, er at give hende den opmærksomhed, hun så beder om. Hun var sådan et yndig barn ..... men hun havde aldrig en god nok krop til nøgne kærlighedsscener, så nu søger hun efter den opmærksomhed, hun ønsker, med kvægfækale indlæg.",OFF
4102,4103,12977,"@USER @USER @USER LÅS HER OP! Haa! Looool. KAN IKKE VENTE! Hvilken åbenlyst løgn! Der er nogen bange dreng !! Hvis den F ******* B ****** trumf kommer ind, hænger vi alle sammen med stænger! &quot;Hvem kan huske den ene? Kan ikke forestille mig den angst, hun føler. Få mig til at smile.&quot;",OFF
4106,4107,81266,"Et andet forsøg fra DEMS til at skjule sandheden om misbrug mod kvinder, hvor er ME TOO ”-bevægelsen på denne bekræftede misbruger af kvinder #MeToo er de bare endnu en udvidelse af SOROS-grupperne som ANTIFA KKK❓❓❓‼ ️ URL",OFF
4107,4108,62665,@USER Antifa ville brænde et konservativt hus ned og CNN ville være der og tænde fakler og kaste gas på flammerne.,OFF
4111,4112,91447,"#DownwiththeDemocrats !!! #DemocratsHateAmerica #DemocratsAreDangerous #VoteDemsOut #VoteRedToSaveAmerica from Loco Liberals &amp; TDS Let All True #Conservatives &amp; ALL, som valgte at #WalkAway bevise, at #LiberalismIsAMentalDisorder og har behov for at klemme som en bug !!! # VoteRed2018 URL",OFF
4114,4115,20633,..... &quot;Og han holder kæde. Må ikke rod med Yumi. Må aldrig rod med Ms. Yuzuki.&quot;,OFF
4117,4118,90467,@USER @USER Godt for hende ..... det er en smule pistolkontrol. Dobbelttryk til en røv,OFF
4119,4120,59585,"@USER @USER fuck dig. Du er modbydelige dyr, og din redaktør, der godkendte &quot;nyheden&quot; er en pose med lort.",OFF
4120,4121,48788,@USER @USER @USER @USER @USER Alt Vince Cable skal vise for at komme i seng med Tories er en latterlig Ridderskab.,OFF
4130,4131,52284,@USER Am Eye Se Kay He Why Am Oh You Ass Han,OFF
4140,4141,14175,@USER Ah .. klassisk antifa .. opførsel fra skraldemænd. =),OFF
4141,4142,76303,"@USER Hvem er ligeglad med hvad en fagforeningsleder har at sige stor kate? Rapporter u fawningly Lefty bekymringer, fordi u og Venstre promoverer CBC r gør Trudeau Venstre bud igen. U CB CB Liberal part skammelig.",OFF
4142,4143,76311,@USER @USER @USER Hvorfor skulle demokraterne sætte langt venstre liberale dommere nede i de konservative? Enhver liberal dommer skal undersøges helt tilbage til skoleskolen. Det eneste lavliv her er dig.,OFF
4145,4146,78252,"@USER Gud, han er forfærdelig.",OFF
4147,4148,81221,"@USER @USER Bloodsport der kan glemme monologen ved jackson, der beskriver dette store monster. og at tro, at han er i 60&#39;erne nu",OFF
4150,4151,40498,"@USER @USER @USER Åh ja, så jeg er sikker på, at du venter en vis tid, før du taler om pistolkontrol ikke? Jeg er sikker på, at du siger den samme ting til alle de mennesker, der bruger de døde til at skubbe til love, der ikke gør noget rigtigt?",OFF
4151,4152,41467,"@USER Sandsynligvis skift? Han er en politisk operativ for GOP. Dette vil være en livslang drøm for mange, der har arbejdet mod dette resultat i årtier. Det er trist.",OFF
4154,4155,59407,@USER @USER @USER @USER @USER @USER @USER Og din præsident respekterer alt det. I liberale gør det ikke.,OFF
4157,4158,19179,@USER @USER Venstre ville ikke høre fra Juanita Broderick. Hun blev ignoreret. Venstre vil ikke høre fra Keith Ellisons anklager. Dobbeltmoral,OFF
4160,4161,50099,"@USER Klager over SP&#39;s kommentarer og beskylder medierne for, at han (Spath) føler en bestemt måde og ikke rent faktisk læser en artikel. Grundlæggende siger Shea ikke kender lort, og dybest set skal han lukke munden.",OFF
